"Frequency (Hz)","Absolute Amplitude (a.u.)"
1.523437500E2,8.156596410E0
1.538085938E2,1.378259429E1
1.552734375E2,1.246302271E1
1.567382812E2,5.783135081E0
1.582031250E2,1.020311631E1
1.596679688E2,3.897781669E1
1.611328125E2,6.813088053E1
1.625976562E2,3.554538658E1
1.640625000E2,2.050440812E1
1.655273438E2,1.531182383E1
1.669921875E2,9.847091160E0
1.684570312E2,2.874050191E1
1.699218750E2,1.313161275E1
1.713867188E2,2.508503016E1
1.728515625E2,5.333024284E0
1.743164062E2,2.022459390E1
1.757812500E2,1.041756857E1
1.772460938E2,7.125121471E0
1.787109375E2,1.138915622E1
1.801757812E2,2.221449264E0
1.816406250E2,3.955698618E0
1.831054688E2,3.654335118E0
1.845703125E2,8.792814680E0
1.860351562E2,1.185868148E1
1.875000000E2,4.289874991E0
1.889648438E2,1.229034419E1
1.904296875E2,1.035305843E1
1.918945312E2,2.086277982E0
1.933593750E2,8.367397079E0
1.948242188E2,4.306080751E0
1.962890625E2,1.191885259E1
1.977539062E2,9.745246627E0
1.992187500E2,2.200022487E1
2.006835938E2,6.254777715E0
2.021484375E2,3.643950402E0
2.036132812E2,2.085127805E1
2.050781250E2,2.051494302E1
2.065429688E2,5.712020960E0
2.080078125E2,1.326111700E1
2.094726562E2,2.218684537E1
2.109375000E2,7.261049529E0
2.124023438E2,3.314778433E1
2.138671875E2,1.779027661E1
2.153320312E2,7.207819098E0
2.167968750E2,1.008646142E1
2.182617188E2,9.598540514E0
2.197265625E2,2.523584674E1
2.211914062E2,1.183656444E1
2.226562500E2,1.232023894E1
2.241210938E2,8.805696851E0
2.255859375E2,1.281882782E1
2.270507812E2,1.127824042E1
2.285156250E2,1.614316834E1
2.299804688E2,5.556321446E0
2.314453125E2,5.103054803E0
2.329101562E2,1.363159558E1
2.343750000E2,1.094537439E1
2.358398438E2,4.594607847E0
2.373046875E2,4.699076375E0
2.387695312E2,7.265974066E0
2.402343750E2,2.625689478E0
2.416992188E2,1.303717930E1
2.431640625E2,1.850043588E1
2.446289062E2,3.384227489E1
2.460937500E2,9.222839185E0
2.475585938E2,5.733765355E1
2.490234375E2,3.974344162E1
2.504882812E2,3.968893990E1
2.519531250E2,3.640134049E1
2.534179688E2,2.442887109E1
2.548828125E2,1.162259586E1
2.563476562E2,2.441742495E1
2.578125000E2,4.914073563E0
2.592773438E2,9.270453952E0
2.607421875E2,3.092107221E1
2.622070312E2,1.305864260E1
2.636718750E2,1.470757969E1
2.651367188E2,4.713359053E1
2.666015625E2,5.243235549E1
2.680664062E2,1.251426369E1
2.695312500E2,5.158276285E1
2.709960938E2,1.400540524E1
2.724609375E2,2.750310979E1
2.739257812E2,1.134786794E1
2.753906250E2,1.137459707E1
2.768554688E2,1.192072338E1
2.783203125E2,2.282504065E1
2.797851562E2,4.674855079E1
2.812500000E2,3.668852118E1
2.827148438E2,3.370432660E1
2.841796875E2,2.785186380E1
2.856445312E2,3.042677230E1
2.871093750E2,1.054573767E1
2.885742188E2,5.167798810E1
2.900390625E2,4.531258719E1
2.915039062E2,8.755593493E0
2.929687500E2,3.176769166E1
2.944335938E2,3.199129106E1
2.958984375E2,5.637565511E1
2.973632812E2,8.252632713E0
2.988281250E2,8.963926040E1
3.002929688E2,5.422634388E1
3.017578125E2,3.582073892E1
3.032226562E2,4.117677993E1
3.046875000E2,3.022474684E1
3.061523438E2,8.855346315E1
3.076171875E2,4.426710539E1
3.090820312E2,4.992557012E1
3.105468750E2,4.698660716E1
3.120117188E2,9.338383782E0
3.134765625E2,2.783387057E1
3.149414062E2,9.440804253E0
3.164062500E2,3.365548831E1
3.178710938E2,4.081967176E1
3.193359375E2,2.949272036E1
3.208007812E2,3.169989254E1
3.222656250E2,3.827795535E1
3.237304688E2,2.297321676E1
3.251953125E2,4.235441025E1
3.266601562E2,2.899215716E1
3.281250000E2,1.659882526E1
3.295898438E2,1.644364960E1
3.310546875E2,1.749371463E1
3.325195312E2,1.862488327E1
3.339843750E2,7.979972082E0
3.354492188E2,4.269180316E1
3.369140625E2,1.784448367E1
3.383789062E2,2.481463416E1
3.398437500E2,9.035556289E0
3.413085938E2,5.759666564E0
3.427734375E2,1.831797698E1
3.442382812E2,2.612601925E1
3.457031250E2,5.976391055E0
3.471679688E2,5.974208874E0
3.486328125E2,4.036525561E0
3.500976562E2,2.164564037E1
3.515625000E2,9.937150933E0
3.530273438E2,9.601147436E0
3.544921875E2,4.048992744E0
3.559570312E2,2.376256042E1
3.574218750E2,1.370222630E1
3.588867188E2,2.911243908E0
3.603515625E2,1.311052663E1
3.618164062E2,1.249953326E1
3.632812500E2,4.036655566E0
3.647460938E2,1.357911170E1
3.662109375E2,7.036867381E0
3.676757812E2,6.498890717E0
3.691406250E2,9.503977490E0
3.706054688E2,3.889531348E0
3.720703125E2,1.225334212E1
3.735351562E2,8.472353399E0
3.750000000E2,8.217565518E0
3.764648438E2,1.056461290E1
3.779296875E2,1.748441937E1
3.793945312E2,2.619335855E1
3.808593750E2,9.377065841E0
3.823242188E2,1.298484122E1
3.837890625E2,5.479054329E0
3.852539062E2,5.831957811E0
3.867187500E2,1.568924271E1
3.881835938E2,5.901396742E0
3.896484375E2,9.203887339E0
3.911132812E2,1.288508890E1
3.925781250E2,6.715604949E0
3.940429688E2,1.645576046E1
3.955078125E2,1.433890562E1
3.969726562E2,3.246791000E1
3.984375000E2,3.366276979E1
3.999023438E2,2.047681178E1
4.013671875E2,2.540908743E1
4.028320312E2,2.677563316E1
4.042968750E2,2.416671738E1
4.057617188E2,1.790141304E1
4.072265625E2,1.592203781E1
4.086914062E2,2.151674802E1
4.101562500E2,2.690044996E1
4.116210938E2,2.565439898E1
4.130859375E2,4.681959647E1
4.145507812E2,1.673407174E1
4.160156250E2,1.176903239E1
4.174804688E2,1.567556709E1
4.189453125E2,1.498604505E1
4.204101562E2,1.342126152E1
4.218750000E2,1.909136164E1
4.233398438E2,9.045027705E0
4.248046875E2,2.039198339E1
4.262695312E2,1.481542659E1
4.277343750E2,1.998303852E1
4.291992188E2,7.426462772E0
4.306640625E2,2.098651811E1
4.321289062E2,8.790687327E0
4.335937500E2,3.494099944E0
4.350585938E2,1.164828659E1
4.365234375E2,6.753951771E0
4.379882812E2,1.890731629E1
4.394531250E2,1.060689636E1
4.409179688E2,6.617889679E0
4.423828125E2,6.013620506E0
4.438476562E2,1.950894699E1
4.453125000E2,2.131805864E1
4.467773438E2,1.711372541E1
4.482421875E2,6.708543337E0
4.497070312E2,1.643476984E1
4.511718750E2,4.009725698E1
4.526367188E2,3.345411081E1
4.541015625E2,1.525354183E1
4.555664062E2,2.058321552E1
4.570312500E2,1.863230197E1
4.584960938E2,2.156102398E1
4.599609375E2,1.073749604E1
4.614257812E2,1.452391043E1
4.628906250E2,5.241975222E1
4.643554688E2,2.679587466E1
4.658203125E2,4.273493545E1
4.672851562E2,2.899449432E1
4.687500000E2,3.195822593E1
4.702148438E2,1.824758169E1
4.716796875E2,1.648441802E1
4.731445312E2,2.133519393E1
4.746093750E2,1.560101580E1
4.760742188E2,1.704228255E1
4.775390625E2,1.910448705E1
4.790039062E2,1.437242463E1
4.804687500E2,6.574529934E0
4.819335938E2,2.295524800E1
4.833984375E2,3.900454478E1
4.848632812E2,2.685863611E1
4.863281250E2,3.400060025E1
4.877929688E2,3.402328302E1
4.892578125E2,2.683036750E1
4.907226562E2,1.766097788E1
4.921875000E2,1.930744970E1
4.936523438E2,1.218950475E1
4.951171875E2,4.194024438E1
4.965820312E2,2.638824366E1
4.980468750E2,6.105371112E1
4.995117188E2,3.859197836E1
5.009765625E2,6.660770508E1
5.024414062E2,4.261558044E1
5.039062500E2,2.111478283E1
5.053710938E2,2.409996827E1
5.068359375E2,1.496316022E1
5.083007812E2,8.107275053E0
5.097656250E2,1.308011109E1
5.112304688E2,1.372713692E1
5.126953125E2,2.220106884E1
5.141601562E2,2.680993140E1
5.156250000E2,6.879188851E0
5.170898438E2,1.085315543E1
5.185546875E2,1.163767667E1
5.200195312E2,6.636951522E0
5.214843750E2,1.595811539E1
5.229492188E2,1.247603750E1
5.244140625E2,6.135807564E0
5.258789062E2,2.122294053E1
5.273437500E2,1.447556398E1
5.288085938E2,2.389740337E1
5.302734375E2,1.422957705E1
5.317382812E2,6.392863913E0
5.332031250E2,1.355885140E1
5.346679688E2,2.446741700E1
5.361328125E2,1.306407513E1
5.375976562E2,2.206092331E1
5.390625000E2,1.561977215E1
5.405273438E2,7.201631373E0
5.419921875E2,3.929166405E0
5.434570312E2,1.268872251E1
5.449218750E2,5.836945541E0
5.463867188E2,1.280491056E1
5.478515625E2,8.262226449E0
5.493164062E2,1.584116645E1
5.507812500E2,3.923851060E0
5.522460938E2,3.528309550E0
5.537109375E2,1.216041252E1
5.551757812E2,1.117484340E1
5.566406250E2,1.969068178E1
5.581054688E2,1.273216671E1
5.595703125E2,3.489967641E0
5.610351562E2,2.484771270E1
5.625000000E2,3.083771235E1
5.639648438E2,1.635733947E1
5.654296875E2,1.284360373E1
5.668945312E2,1.763295530E1
5.683593750E2,2.445745222E1
5.698242188E2,3.171146871E0
5.712890625E2,6.878780617E0
5.727539062E2,1.833258716E1
5.742187500E2,3.928323959E1
5.756835938E2,1.832576301E1
5.771484375E2,1.156745052E1
5.786132812E2,2.463811771E1
5.800781250E2,1.186106034E1
5.815429688E2,8.708226824E0
5.830078125E2,1.879112680E1
5.844726562E2,1.852728300E1
5.859375000E2,8.345382235E0
5.874023438E2,6.453163055E0
5.888671875E2,9.751027254E0
5.903320312E2,1.140137875E1
5.917968750E2,1.596933180E1
5.932617188E2,1.614934085E1
5.947265625E2,1.314915982E0
5.961914062E2,2.119445477E1
5.976562500E2,2.102438353E1
5.991210938E2,1.355707984E1
6.005859375E2,1.696678266E1
6.020507812E2,8.654077749E0
6.035156250E2,1.061318811E1
6.049804688E2,1.039391741E1
6.064453125E2,2.896680219E0
6.079101562E2,2.200321481E1
6.093750000E2,4.620603345E0
6.108398438E2,6.910204413E0
6.123046875E2,8.940227093E0
6.137695312E2,1.517167698E1
6.152343750E2,9.761410338E0
6.166992188E2,1.211303914E1
6.181640625E2,4.963054940E0
6.196289062E2,8.435183687E0
6.210937500E2,1.435327881E1
6.225585938E2,1.582836480E1
6.240234375E2,1.043051417E1
6.254882812E2,6.967020950E0
6.269531250E2,1.270310453E0
6.284179688E2,1.151392720E1
6.298828125E2,1.228700338E1
6.313476562E2,1.096619199E1
6.328125000E2,1.986314552E1
6.342773438E2,2.564550664E1
6.357421875E2,2.251480820E1
6.372070312E2,3.522291923E1
6.386718750E2,2.976218559E1
6.401367188E2,1.810383986E1
6.416015625E2,2.925589359E1
6.430664062E2,1.664468851E1
6.445312500E2,2.351929301E1
6.459960938E2,2.398894089E1
6.474609375E2,3.640702994E1
6.489257812E2,3.512003957E1
6.503906250E2,1.880449360E1
6.518554688E2,2.173024580E1
6.533203125E2,8.244478896E0
6.547851562E2,2.754481506E1
6.562500000E2,4.228034304E1
6.577148438E2,2.752048073E1
6.591796875E2,1.268178495E1
6.606445312E2,1.951782754E1
6.621093750E2,1.886770700E1
6.635742188E2,2.435290934E0
6.650390625E2,1.077033469E1
6.665039062E2,3.528021684E0
6.679687500E2,7.815582024E0
6.694335938E2,6.310169667E0
6.708984375E2,1.941490210E1
6.723632812E2,1.021734798E1
6.738281250E2,9.033627961E0
6.752929688E2,4.018854559E0
6.767578125E2,6.832685935E0
6.782226562E2,6.048943634E0
6.796875000E2,5.675765623E0
6.811523438E2,9.697813565E0
6.826171875E2,8.796229228E0
6.840820312E2,1.222096458E1
6.855468750E2,1.322541207E1
6.870117188E2,1.232290171E1
6.884765625E2,5.997878874E0
6.899414062E2,5.274283965E0
6.914062500E2,1.140753392E1
6.928710938E2,3.227918602E0
6.943359375E2,6.822487913E0
6.958007812E2,1.048165141E1
6.972656250E2,1.358294722E1
6.987304688E2,1.314173724E1
7.001953125E2,1.329332047E1
7.016601562E2,1.841086243E1
7.031250000E2,1.505417128E1
7.045898438E2,1.343958338E1
7.060546875E2,1.575392939E1
7.075195312E2,1.002601363E1
7.089843750E2,1.357094185E1
7.104492188E2,2.545906122E1
7.119140625E2,2.953608793E1
7.133789062E2,1.632238739E1
7.148437500E2,3.438998316E1
7.163085938E2,2.250090842E1
7.177734375E2,3.285603554E1
7.192382812E2,1.219631640E1
7.207031250E2,1.218284626E1
7.221679688E2,9.587074403E0
7.236328125E2,4.240442198E0
7.250976562E2,1.057979899E1
7.265625000E2,8.426574428E0
7.280273438E2,3.937193519E0
7.294921875E2,4.515266260E0
7.309570312E2,1.010637700E1
7.324218750E2,4.545859695E0
7.338867188E2,3.577891862E0
7.353515625E2,3.556322022E0
7.368164062E2,1.745536289E0
7.382812500E2,1.227247816E1
7.397460938E2,1.360281475E1
7.412109375E2,5.077193185E0
7.426757812E2,4.424660057E0
7.441406250E2,9.656036468E0
7.456054688E2,4.309743101E0
7.470703125E2,6.793933925E0
7.485351562E2,8.685767784E0
7.500000000E2,8.954837390E0
7.514648438E2,5.436544742E0
7.529296875E2,1.073575258E1
7.543945312E2,1.668864374E1
7.558593750E2,9.764011327E0
7.573242188E2,3.107994558E1
7.587890625E2,1.923830855E1
7.602539062E2,3.185372593E0
7.617187500E2,9.835907875E0
7.631835938E2,1.107195879E0
7.646484375E2,4.506910231E0
7.661132812E2,2.292683408E0
7.675781250E2,4.864233205E0
7.690429688E2,5.050544557E0
7.705078125E2,9.363589561E0
7.719726562E2,1.022753694E1
7.734375000E2,3.434066334E0
7.749023438E2,4.131943556E0
7.763671875E2,3.125474013E0
7.778320312E2,5.358256856E0
7.792968750E2,5.639651641E0
7.807617188E2,1.002832026E1
7.822265625E2,3.063106703E0
7.836914062E2,3.813974231E0
7.851562500E2,5.414752596E0
7.866210938E2,1.601960304E0
7.880859375E2,1.215753952E1
7.895507812E2,9.518504763E0
7.910156250E2,6.332155348E0
7.924804688E2,4.843260829E0
7.939453125E2,3.683143800E0
7.954101562E2,8.057723120E0
7.968750000E2,5.743850363E0
7.983398438E2,2.943576815E0
7.998046875E2,2.861035891E0
8.012695312E2,7.329523730E0
8.027343750E2,4.586630088E0
8.041992188E2,4.410633029E0
8.056640625E2,1.524253975E1
8.071289062E2,3.322837657E0
8.085937500E2,7.235649744E0
8.100585938E2,4.747445825E0
8.115234375E2,3.546148362E0
8.129882812E2,4.669220357E0
8.144531250E2,1.493274281E1
8.159179688E2,2.639156815E0
8.173828125E2,6.686675728E0
8.188476562E2,7.657022540E0
8.203125000E2,7.100208676E0
8.217773438E2,1.016451230E1
8.232421875E2,2.681252226E0
8.247070312E2,2.746359385E0
8.261718750E2,9.361867090E0
8.276367188E2,4.635232859E0
8.291015625E2,4.504730046E0
8.305664062E2,7.217642919E0
8.320312500E2,3.587989280E0
8.334960938E2,1.042891146E1
8.349609375E2,1.377749047E1
8.364257812E2,5.274592765E0
8.378906250E2,4.963505716E0
8.393554688E2,8.591136475E0
8.408203125E2,9.905894754E0
8.422851562E2,9.093675207E0
8.437500000E2,6.410134481E0
8.452148438E2,1.283563089E1
8.466796875E2,3.999457377E0
8.481445312E2,2.068518832E1
8.496093750E2,1.573586467E1
8.510742188E2,1.149236020E1
8.525390625E2,1.471830115E1
8.540039062E2,6.362321931E0
8.554687500E2,1.035420361E1
8.569335938E2,4.934688333E0
8.583984375E2,7.187126749E0
8.598632812E2,5.813993434E0
8.613281250E2,3.055535693E0
8.627929688E2,3.840116465E0
8.642578125E2,1.226449500E1
8.657226562E2,1.008559371E1
8.671875000E2,2.371157486E-1
8.686523438E2,9.445860467E0
8.701171875E2,5.764615109E0
8.715820312E2,1.024992650E1
8.730468750E2,4.095843696E0
8.745117188E2,8.718614396E0
8.759765625E2,5.843596968E0
8.774414062E2,4.282139421E0
8.789062500E2,8.009918868E0
8.803710938E2,1.007110549E1
8.818359375E2,1.442707309E1
8.833007812E2,1.157579006E1
8.847656250E2,1.130445218E1
8.862304688E2,1.131246179E0
8.876953125E2,6.861778846E0
8.891601562E2,8.801591829E0
8.906250000E2,8.794361399E0
8.920898438E2,5.912515617E0
8.935546875E2,1.474851055E1
8.950195312E2,9.568460638E0
8.964843750E2,6.466991914E0
8.979492188E2,7.805605745E0
8.994140625E2,1.493895106E1
9.008789062E2,1.041226580E1
9.023437500E2,1.375304798E1
9.038085938E2,1.934868621E1
9.052734375E2,1.997816751E1
9.067382812E2,9.154191454E0
9.082031250E2,7.343150977E0
9.096679688E2,7.962235153E0
9.111328125E2,2.280602071E0
9.125976562E2,4.303845915E0
9.140625000E2,1.366324836E1
9.155273438E2,1.407010160E1
9.169921875E2,3.733972781E0
9.184570312E2,8.769204565E0
9.199218750E2,9.954225334E0
9.213867188E2,1.034752605E0
9.228515625E2,1.087995538E1
9.243164062E2,4.991365847E0
9.257812500E2,2.444309784E0
9.272460938E2,1.156299913E1
9.287109375E2,7.446803272E0
9.301757812E2,6.809137647E0
9.316406250E2,7.062037551E0
9.331054688E2,3.276789173E0
9.345703125E2,5.961194425E0
9.360351562E2,5.727994146E0
9.375000000E2,4.538604915E0
9.389648438E2,1.061183395E1
9.404296875E2,2.193705940E0
9.418945312E2,7.451736389E0
9.433593750E2,8.407652337E0
9.448242188E2,7.255481019E0
9.462890625E2,5.864857357E0
9.477539062E2,3.030396126E0
9.492187500E2,2.885381269E0
9.506835938E2,7.434836197E0
9.521484375E2,1.061168982E1
9.536132812E2,2.071169288E1
9.550781250E2,1.661209012E1
9.565429688E2,4.938222127E0
9.580078125E2,6.729682591E0
9.594726562E2,1.197081722E1
9.609375000E2,1.192217139E1
9.624023438E2,1.007050989E1
9.638671875E2,1.264627181E1
9.653320312E2,1.331303975E1
9.667968750E2,7.282162172E0
9.682617188E2,6.840265544E0
9.697265625E2,6.037511079E0
9.711914062E2,6.602591766E0
9.726562500E2,1.222541632E0
9.741210938E2,9.199510613E0
9.755859375E2,7.116057951E0
9.770507812E2,1.436051889E0
9.785156250E2,2.952657644E0
9.799804688E2,4.650760302E0
9.814453125E2,4.991445070E0
9.829101562E2,2.002226355E0
9.843750000E2,2.736338299E0
9.858398438E2,2.158495600E0
9.873046875E2,8.649443680E0
9.887695312E2,7.214148538E0
9.902343750E2,7.332421109E0
9.916992188E2,7.673196778E0
9.931640625E2,3.042469184E0
9.946289062E2,2.761523338E0
9.960937500E2,8.802147546E0
9.975585938E2,9.879705528E0
9.990234375E2,4.247843416E0
1.000488281E3,6.373892560E0
1.001953125E3,1.172706207E0
1.003417969E3,7.460233623E0
1.004882812E3,6.477145692E0
1.006347656E3,9.234159685E0
1.007812500E3,8.950753633E-1
1.009277344E3,7.318733192E0
1.010742188E3,1.393797892E0
1.012207031E3,1.122461967E1
1.013671875E3,9.170504779E0
1.015136719E3,5.909441577E0
1.016601562E3,7.212011781E0
1.018066406E3,1.128566200E1
1.019531250E3,4.264953454E0
1.020996094E3,5.795172365E0
1.022460938E3,1.037100575E1
1.023925781E3,1.140318290E1
1.025390625E3,1.205475859E0
1.026855469E3,1.311569774E1
1.028320312E3,4.772730087E0
1.029785156E3,4.605338692E0
1.031250000E3,6.584951459E0
1.032714844E3,8.715581742E0
1.034179688E3,1.406685602E1
1.035644531E3,1.350105183E1
1.037109375E3,1.336153139E1
1.038574219E3,1.087241564E1
1.040039062E3,1.130749798E1
1.041503906E3,6.335514079E0
1.042968750E3,7.740371127E0
1.044433594E3,4.199649188E0
1.045898438E3,1.136284226E1
1.047363281E3,3.134831056E0
1.048828125E3,6.152932876E0
1.050292969E3,1.345968716E1
1.051757812E3,6.130616117E0
1.053222656E3,3.497401446E0
1.054687500E3,5.371443012E0
1.056152344E3,1.212497043E1
1.057617188E3,4.172603990E0
1.059082031E3,5.404820736E0
1.060546875E3,1.044189609E1
1.062011719E3,1.571951798E1
1.063476562E3,1.302494293E1
1.064941406E3,4.251065626E0
1.066406250E3,5.928767067E0
1.067871094E3,1.706772555E1
1.069335938E3,6.645145910E0
1.070800781E3,4.390659641E0
1.072265625E3,1.291138910E1
1.073730469E3,7.025679564E0
1.075195312E3,8.691362151E0
1.076660156E3,1.012021027E1
1.078125000E3,6.337782653E0
1.079589844E3,1.455745007E1
1.081054688E3,4.423924808E0
1.082519531E3,8.277270524E0
1.083984375E3,1.607166169E1
1.085449219E3,9.071910038E0
1.086914062E3,4.431970069E0
1.088378906E3,6.296172560E0
1.089843750E3,5.266022442E0
1.091308594E3,2.809236530E0
1.092773438E3,5.642279836E0
1.094238281E3,6.301684039E0
1.095703125E3,5.607051283E0
1.097167969E3,1.964715518E0
1.098632812E3,2.943992491E0
1.100097656E3,6.113562970E0
1.101562500E3,7.698591687E0
1.103027344E3,2.890180479E0
1.104492188E3,4.929099389E0
1.105957031E3,7.086129141E0
1.107421875E3,1.288627729E0
1.108886719E3,2.182247109E0
1.110351562E3,4.807627898E0
1.111816406E3,5.854237307E0
1.113281250E3,7.479966123E0
1.114746094E3,1.910641800E-1
1.116210938E3,5.535156893E0
1.117675781E3,6.504724453E0
1.119140625E3,8.206765378E0
1.120605469E3,7.446938091E0
1.122070312E3,1.587464873E0
1.123535156E3,6.260604245E0
1.125000000E3,3.545073094E0
1.126464844E3,5.328229525E0
1.127929688E3,4.846941576E0
1.129394531E3,4.692299247E0
1.130859375E3,3.143495508E0
1.132324219E3,4.882543673E0
1.133789062E3,6.689803174E0
1.135253906E3,1.173022876E1
1.136718750E3,6.925102850E0
1.138183594E3,3.389058076E0
1.139648438E3,1.028098865E0
1.141113281E3,2.086322754E0
1.142578125E3,7.298023059E0
1.144042969E3,2.604510567E0
1.145507812E3,5.816535833E0
1.146972656E3,6.195278021E0
1.148437500E3,4.180998589E0
1.149902344E3,1.645881156E1
1.151367188E3,7.769009546E0
1.152832031E3,9.303499601E0
1.154296875E3,7.604180788E0
1.155761719E3,1.451106504E1
1.157226562E3,1.090075462E1
1.158691406E3,9.551174921E0
1.160156250E3,9.531178676E0
1.161621094E3,1.670139327E1
1.163085938E3,1.169264796E1
1.164550781E3,1.081287825E1
1.166015625E3,3.329663096E0
1.167480469E3,5.477369074E0
1.168945312E3,5.648847497E0
1.170410156E3,1.044244546E1
1.171875000E3,1.473358154E1
1.173339844E3,8.707889417E0
1.174804688E3,5.931451953E0
1.176269531E3,5.799817259E0
1.177734375E3,4.919527699E0
1.179199219E3,7.197257307E0
1.180664062E3,9.922554592E0
1.182128906E3,4.969241769E0
1.183593750E3,3.670405180E0
1.185058594E3,7.570326186E0
1.186523438E3,8.635958787E0
1.187988281E3,1.188958287E1
1.189453125E3,2.553600522E0
1.190917969E3,2.147505549E0
1.192382812E3,2.254328891E0
1.193847656E3,4.565602342E0
1.195312500E3,3.869975572E0
1.196777344E3,4.151119229E0
1.198242188E3,6.708708302E0
1.199707031E3,7.355605889E0
1.201171875E3,4.406607047E0
1.202636719E3,6.671012262E0
1.204101562E3,1.179252333E1
1.205566406E3,7.685190716E0
1.207031250E3,1.414448323E1
1.208496094E3,6.490855826E0
1.209960938E3,8.780821872E0
1.211425781E3,1.477478797E1
1.212890625E3,1.180497063E1
1.214355469E3,1.059210897E1
1.215820312E3,1.404207460E1
1.217285156E3,6.509668689E0
1.218750000E3,7.057604287E0
1.220214844E3,2.499397754E1
1.221679688E3,2.351049745E1
1.223144531E3,7.592431066E1
1.224609375E3,3.837455868E1
1.226074219E3,1.420930348E1
1.227539062E3,3.139391253E0
1.229003906E3,3.708040201E0
1.230468750E3,1.021962988E1
1.231933594E3,6.350731963E0
1.233398438E3,3.291847081E0
1.234863281E3,5.036731479E0
1.236328125E3,1.369125948E0
1.237792969E3,1.471774515E0
1.239257812E3,3.890465811E0
1.240722656E3,2.507051925E0
1.242187500E3,9.235185591E0
1.243652344E3,5.860911251E0
1.245117188E3,5.515741932E0
1.246582031E3,6.245170285E0
1.248046875E3,4.588391163E0
1.249511719E3,9.887738392E0
1.250976562E3,5.011037025E0
1.252441406E3,1.133211347E1
1.253906250E3,4.369222891E0
1.255371094E3,9.432833900E0
1.256835938E3,9.313439965E0
1.258300781E3,9.724068935E0
1.259765625E3,1.308067299E1
1.261230469E3,2.793160845E0
1.262695312E3,1.876023265E0
1.264160156E3,1.697396038E0
1.265625000E3,1.530918019E1
1.267089844E3,7.301487722E0
1.268554688E3,9.833148699E0
1.270019531E3,5.791377977E0
1.271484375E3,8.211960305E0
1.272949219E3,5.383839910E0
1.274414062E3,7.650129667E0
1.275878906E3,2.388136574E0
