"Frequency (Hz)","Absolute Amplitude (a.u.)"
3.061523438E3,7.357241252E0
3.062988281E3,3.426488511E0
3.064453125E3,2.046502327E0
3.065917969E3,3.564379073E0
3.067382812E3,4.207132036E0
3.068847656E3,7.322520774E0
3.070312500E3,4.003292246E0
3.071777344E3,4.034541246E0
3.073242188E3,3.483826649E0
3.074707031E3,1.324279361E0
3.076171875E3,7.460999290E0
3.077636719E3,3.544349773E0
3.079101562E3,5.244281867E0
3.080566406E3,1.619868403E0
3.082031250E3,5.650697366E0
3.083496094E3,2.678961052E0
3.084960938E3,9.168231977E-1
3.086425781E3,1.207328586E0
3.087890625E3,1.455205425E0
3.089355469E3,1.351253651E0
3.090820312E3,3.429443565E0
3.092285156E3,1.885244178E0
3.093750000E3,4.982333687E0
3.095214844E3,3.147618835E0
3.096679688E3,1.515058335E0
3.098144531E3,3.320810655E0
3.099609375E3,4.498279757E0
3.101074219E3,4.183363767E0
3.102539062E3,1.647912876E0
3.104003906E3,2.018115960E0
3.105468750E3,5.165785532E0
3.106933594E3,5.330729148E0
3.108398438E3,4.233435653E0
3.109863281E3,1.849278704E0
3.111328125E3,3.077833192E0
3.112792969E3,1.394921939E0
3.114257812E3,1.664796840E0
3.115722656E3,3.184070203E0
3.117187500E3,2.047097453E0
3.118652344E3,3.964097125E0
3.120117188E3,1.470436921E0
3.121582031E3,1.217447388E0
3.123046875E3,3.588320955E0
3.124511719E3,3.800728796E0
3.125976562E3,8.392204199E-1
3.127441406E3,5.685478244E0
3.128906250E3,2.812035421E0
3.130371094E3,2.743079420E0
3.131835938E3,2.594264542E0
3.133300781E3,3.558238126E0
3.134765625E3,3.319544484E0
3.136230469E3,2.209249486E0
3.137695312E3,3.654937622E0
3.139160156E3,1.906669742E0
3.140625000E3,2.875057427E0
3.142089844E3,4.159677747E0
3.143554688E3,1.897045014E0
3.145019531E3,2.507030268E0
3.146484375E3,2.947156817E0
3.147949219E3,3.624171025E0
3.149414062E3,2.234706667E0
3.150878906E3,3.053785739E0
3.152343750E3,3.469880306E0
3.153808594E3,1.521835606E0
3.155273438E3,2.495836761E0
3.156738281E3,3.303808245E0
3.158203125E3,3.007898984E0
3.159667969E3,4.633699142E-1
3.161132812E3,3.942381136E0
3.162597656E3,2.180619631E0
3.164062500E3,1.179692777E0
3.165527344E3,7.043662592E0
3.166992188E3,4.958740615E0
3.168457031E3,2.381667643E0
3.169921875E3,1.972943785E0
3.171386719E3,3.573165804E0
3.172851562E3,1.075701500E0
3.174316406E3,1.350885485E0
3.175781250E3,5.700257754E-1
3.177246094E3,2.280478839E0
3.178710938E3,2.209284796E0
3.180175781E3,1.378095288E0
3.181640625E3,1.291380026E0
3.183105469E3,8.382400430E-1
3.184570312E3,2.123599847E0
3.186035156E3,2.100519947E0
3.187500000E3,1.288601015E0
3.188964844E3,1.867722126E0
3.190429688E3,1.334087483E0
3.191894531E3,4.341421099E0
3.193359375E3,3.279807826E0
3.194824219E3,7.472479814E-1
3.196289062E3,2.860177505E0
3.197753906E3,6.080736786E0
3.199218750E3,4.952866654E0
3.200683594E3,1.199305644E0
3.202148438E3,2.366039256E0
3.203613281E3,1.487498626E0
3.205078125E3,3.766244073E0
3.206542969E3,1.377045912E0
3.208007812E3,2.620640166E0
3.209472656E3,3.026730296E0
3.210937500E3,2.839364434E0
3.212402344E3,3.867378892E0
3.213867188E3,5.164111754E0
3.215332031E3,2.243493603E0
3.216796875E3,3.297619437E0
3.218261719E3,1.162850799E0
3.219726562E3,2.111432764E0
3.221191406E3,2.802983422E0
3.222656250E3,2.887048618E0
3.224121094E3,3.845180324E0
3.225585938E3,1.931864728E0
3.227050781E3,1.629103887E0
3.228515625E3,1.974659410E0
3.229980469E3,1.202597527E0
3.231445312E3,3.032204570E0
3.232910156E3,1.097344555E0
3.234375000E3,1.516969151E0
3.235839844E3,1.231355508E0
3.237304688E3,1.810675042E0
3.238769531E3,9.228493360E-1
3.240234375E3,4.194332585E0
3.241699219E3,3.731570795E0
3.243164062E3,9.304181038E-1
3.244628906E3,2.882666909E0
3.246093750E3,4.748399099E0
3.247558594E3,9.201681651E-1
3.249023438E3,2.065564220E0
3.250488281E3,5.312303645E0
3.251953125E3,2.943723389E0
3.253417969E3,4.648823133E0
3.254882812E3,4.504573684E0
3.256347656E3,9.862763308E-1
3.257812500E3,2.196441409E0
3.259277344E3,2.855211274E0
3.260742188E3,2.622358070E0
3.262207031E3,4.044385009E0
3.263671875E3,2.761872837E0
3.265136719E3,1.757313754E0
3.266601562E3,1.157346403E0
3.268066406E3,7.799780874E-1
3.269531250E3,3.041156981E0
3.270996094E3,2.063260448E-1
3.272460938E3,2.079224671E0
3.273925781E3,3.056839308E0
3.275390625E3,3.336070906E0
3.276855469E3,2.177225374E0
3.278320312E3,3.222305891E0
3.279785156E3,1.920375380E0
3.281250000E3,3.718973639E0
3.282714844E3,5.101691583E0
3.284179688E3,2.750003000E0
3.285644531E3,4.241979741E0
3.287109375E3,3.806224733E0
3.288574219E3,1.788182784E0
3.290039062E3,2.700168152E0
3.291503906E3,3.341438701E0
3.292968750E3,3.571816247E0
3.294433594E3,4.262075575E0
3.295898438E3,6.642848001E-1
3.297363281E3,1.751739172E0
3.298828125E3,3.517906446E0
3.300292969E3,5.895832971E-1
3.301757812E3,2.097429729E0
3.303222656E3,2.635062129E0
3.304687500E3,2.411104760E0
3.306152344E3,2.221969364E0
3.307617188E3,1.237490544E0
3.309082031E3,3.012377149E0
3.310546875E3,2.005949421E0
3.312011719E3,2.895463841E0
3.313476562E3,3.341183850E0
3.314941406E3,2.450636286E0
3.316406250E3,1.617523368E0
3.317871094E3,2.265800545E0
3.319335938E3,4.433095619E0
3.320800781E3,3.958901179E0
3.322265625E3,2.587228241E0
3.323730469E3,3.843700306E0
3.325195312E3,4.151981588E0
3.326660156E3,2.162180069E0
3.328125000E3,3.927001405E0
3.329589844E3,2.120105353E0
3.331054688E3,4.337810307E0
3.332519531E3,3.653182871E0
3.333984375E3,4.269152627E0
3.335449219E3,2.232743178E0
3.336914062E3,2.041367578E0
3.338378906E3,2.715064881E0
3.339843750E3,3.384576959E0
3.341308594E3,4.834395113E0
3.342773438E3,3.271861878E0
3.344238281E3,2.754945803E0
3.345703125E3,2.386724399E0
3.347167969E3,2.022025709E0
3.348632812E3,6.107607860E-1
3.350097656E3,4.913658331E0
3.351562500E3,2.650100055E0
3.353027344E3,2.174845780E0
3.354492188E3,4.676668542E0
3.355957031E3,1.461577072E0
3.357421875E3,3.079063978E0
3.358886719E3,3.931791319E0
3.360351562E3,3.182443692E0
3.361816406E3,2.761593143E0
3.363281250E3,4.472758317E0
3.364746094E3,4.697017368E0
3.366210938E3,3.671863019E0
3.367675781E3,3.855893330E0
3.369140625E3,3.578723358E0
3.370605469E3,3.867119266E0
3.372070312E3,2.464419101E0
3.373535156E3,4.729386710E0
3.375000000E3,4.350499570E0
3.376464844E3,4.668871672E0
3.377929688E3,4.321213621E0
3.379394531E3,4.675293288E0
3.380859375E3,4.312247448E0
3.382324219E3,4.828881752E0
3.383789062E3,7.516555492E0
3.385253906E3,4.887166834E-1
3.386718750E3,4.702438526E0
3.388183594E3,2.271644521E0
3.389648438E3,3.718752403E0
3.391113281E3,1.146788701E1
3.392578125E3,7.430823228E0
3.394042969E3,4.409915498E0
3.395507812E3,4.594212254E0
3.396972656E3,6.791177091E0
3.398437500E3,5.168341166E0
3.399902344E3,4.637866149E0
3.401367188E3,5.723423385E0
3.402832031E3,3.179459211E0
3.404296875E3,2.461418498E0
3.405761719E3,4.128628885E0
3.407226562E3,3.157371210E0
3.408691406E3,5.411697656E0
3.410156250E3,1.109648264E1
3.411621094E3,9.352707700E0
3.413085938E3,7.364160536E0
3.414550781E3,3.876863686E0
3.416015625E3,4.139472263E0
3.417480469E3,3.105362323E0
3.418945312E3,2.127183777E0
3.420410156E3,6.501712035E0
3.421875000E3,4.050879672E0
3.423339844E3,6.541852194E0
3.424804688E3,9.582271253E-1
3.426269531E3,2.408491157E0
3.427734375E3,5.717335471E0
3.429199219E3,2.229761016E0
3.430664062E3,8.803037055E0
3.432128906E3,2.072267824E0
3.433593750E3,5.141285501E0
3.435058594E3,6.506886568E0
3.436523438E3,5.317430404E0
3.437988281E3,7.425477627E0
3.439453125E3,8.576482917E0
3.440917969E3,5.264914600E0
3.442382812E3,1.129809549E1
3.443847656E3,7.181528354E0
3.445312500E3,8.485818373E0
3.446777344E3,5.326184207E0
3.448242188E3,4.992052813E0
3.449707031E3,9.444736708E-1
3.451171875E3,1.115218035E1
3.452636719E3,9.399131439E0
3.454101562E3,8.358781586E0
3.455566406E3,1.103618258E1
3.457031250E3,4.647273067E0
3.458496094E3,5.274424880E0
3.459960938E3,9.198613194E0
3.461425781E3,9.143471617E0
3.462890625E3,9.014663470E0
3.464355469E3,6.820984933E0
3.465820312E3,3.408190646E0
3.467285156E3,1.097263747E1
3.468750000E3,7.311674454E0
3.470214844E3,1.695978395E1
3.471679688E3,1.076417856E1
3.473144531E3,1.352866914E1
3.474609375E3,1.749416386E1
3.476074219E3,1.340107299E1
3.477539062E3,1.403346036E1
3.479003906E3,1.142473655E1
3.480468750E3,1.276733600E1
3.481933594E3,1.048018330E1
3.483398438E3,1.462796407E1
3.484863281E3,9.983285260E-1
3.486328125E3,1.790271137E1
3.487792969E3,1.891399208E1
3.489257812E3,1.974848092E1
3.490722656E3,2.477371347E1
3.492187500E3,2.676959463E1
3.493652344E3,3.223287197E1
3.495117188E3,5.858640679E1
3.496582031E3,4.047780098E2
3.498046875E3,2.660532093E2
3.499511719E3,2.309801424E2
3.500976562E3,2.561762040E2
3.502441406E3,2.283741761E2
3.503906250E3,2.171019966E2
3.505371094E3,1.724486638E2
3.506835938E3,9.799838786E1
3.508300781E3,7.499694262E1
3.509765625E3,4.760155357E1
3.511230469E3,2.827168677E1
3.512695312E3,2.722759434E1
3.514160156E3,3.488343940E1
3.515625000E3,3.303194264E1
3.517089844E3,2.577154691E1
3.518554688E3,1.515155128E1
3.520019531E3,1.104204581E1
3.521484375E3,3.520107254E0
3.522949219E3,1.538591003E1
3.524414062E3,2.303934552E1
3.525878906E3,2.272861800E1
3.527343750E3,9.090921474E0
3.528808594E3,7.278696288E0
3.530273438E3,3.523129259E0
3.531738281E3,7.828626713E0
3.533203125E3,1.888799646E1
3.534667969E3,2.750933442E0
3.536132812E3,1.414781973E1
3.537597656E3,1.352854734E1
3.539062500E3,7.547223537E0
3.540527344E3,5.376044417E0
3.541992188E3,9.170728737E0
3.543457031E3,5.746088114E0
3.544921875E3,1.800110151E1
3.546386719E3,1.361013387E1
3.547851562E3,1.389978156E1
3.549316406E3,3.598725085E0
3.550781250E3,2.789860362E0
3.552246094E3,4.197391458E0
3.553710938E3,9.280799183E0
3.555175781E3,1.416448235E1
3.556640625E3,6.890015333E0
3.558105469E3,1.929850847E0
3.559570312E3,9.310779711E0
3.561035156E3,2.723388348E0
3.562500000E3,9.650993214E0
3.563964844E3,1.419926072E1
3.565429688E3,1.003648024E1
3.566894531E3,3.557717510E0
3.568359375E3,6.298722692E0
3.569824219E3,3.915624589E0
3.571289062E3,4.885935356E0
3.572753906E3,8.273537304E0
3.574218750E3,6.004402399E0
3.575683594E3,9.521624778E0
3.577148438E3,2.615656905E0
3.578613281E3,8.213526416E0
3.580078125E3,3.858044070E0
3.581542969E3,1.599906766E0
3.583007812E3,7.400333976E0
3.584472656E3,9.793880042E0
3.585937500E3,8.095147907E0
3.587402344E3,1.006056120E1
3.588867188E3,2.002152302E0
3.590332031E3,1.173327828E1
3.591796875E3,5.864864540E0
3.593261719E3,7.822796826E-1
3.594726562E3,1.099015494E1
3.596191406E3,1.041876204E1
3.597656250E3,3.476396286E0
3.599121094E3,2.614680927E0
3.600585938E3,6.493660030E0
3.602050781E3,7.444319235E0
3.603515625E3,8.561516125E0
3.604980469E3,4.836812856E0
3.606445312E3,8.946099329E0
3.607910156E3,1.103926878E1
3.609375000E3,4.231935428E0
3.610839844E3,6.778138007E0
3.612304688E3,1.048832261E1
3.613769531E3,2.894540655E0
3.615234375E3,6.496494520E0
3.616699219E3,3.687652656E0
3.618164062E3,3.337270176E0
3.619628906E3,5.303006051E0
3.621093750E3,2.516588254E0
3.622558594E3,9.203295516E0
3.624023438E3,6.334336277E0
3.625488281E3,7.184102520E0
3.626953125E3,7.073043091E0
3.628417969E3,5.614131787E0
3.629882812E3,1.877418526E-1
3.631347656E3,8.009799823E0
3.632812500E3,9.182038825E0
3.634277344E3,1.120996731E1
3.635742188E3,4.527421548E0
3.637207031E3,4.511332275E0
3.638671875E3,4.152725027E0
3.640136719E3,5.767970977E0
3.641601562E3,8.383109852E0
3.643066406E3,7.733015336E0
3.644531250E3,5.720633879E0
3.645996094E3,5.978950872E0
3.647460938E3,8.243348672E0
3.648925781E3,7.128805022E0
3.650390625E3,1.808321064E0
3.651855469E3,7.289962635E0
3.653320312E3,4.640985589E0
3.654785156E3,5.467068159E0
3.656250000E3,5.476824062E0
3.657714844E3,8.786886466E0
3.659179688E3,4.082535049E0
3.660644531E3,3.354496576E0
3.662109375E3,1.099696280E1
3.663574219E3,4.651477069E0
3.665039062E3,7.958381593E0
3.666503906E3,5.549058601E0
3.667968750E3,8.058432496E0
3.669433594E3,6.295939777E0
3.670898438E3,4.657237083E0
3.672363281E3,5.433806636E0
3.673828125E3,9.209133266E0
3.675292969E3,5.925709828E0
3.676757812E3,4.895648139E0
3.678222656E3,9.537788432E0
3.679687500E3,5.615307214E0
3.681152344E3,6.177893430E0
3.682617188E3,1.159097298E1
3.684082031E3,5.119813539E0
3.685546875E3,7.060311106E0
3.687011719E3,3.986785923E0
3.688476562E3,6.160679952E0
3.689941406E3,6.043956921E0
3.691406250E3,5.164517018E0
3.692871094E3,6.523817058E0
3.694335938E3,9.656505835E0
3.695800781E3,8.799493540E0
3.697265625E3,5.894954057E0
3.698730469E3,9.110480919E0
3.700195312E3,4.221185073E0
3.701660156E3,5.672335095E0
3.703125000E3,7.467062199E0
3.704589844E3,1.012470107E1
3.706054688E3,5.088040687E0
3.707519531E3,6.277861778E0
3.708984375E3,2.498822010E0
3.710449219E3,1.639696155E0
3.711914062E3,3.228773390E0
3.713378906E3,3.390641333E0
3.714843750E3,6.772978357E0
3.716308594E3,5.837364091E0
3.717773438E3,2.124206000E0
3.719238281E3,5.105561193E0
3.720703125E3,1.137497069E1
3.722167969E3,4.904965680E0
3.723632812E3,3.092700128E0
3.725097656E3,3.960353924E0
3.726562500E3,8.553668578E0
3.728027344E3,3.589546966E0
3.729492188E3,7.392293706E0
3.730957031E3,1.142980063E1
3.732421875E3,7.943541647E0
3.733886719E3,5.701238258E0
3.735351562E3,8.169094616E0
3.736816406E3,8.503223900E0
3.738281250E3,6.491043598E0
3.739746094E3,9.327334006E0
3.741210938E3,4.226939943E0
3.742675781E3,5.420711997E0
3.744140625E3,6.343271516E0
3.745605469E3,5.165064935E0
3.747070312E3,5.180112563E0
3.748535156E3,6.337124515E0
3.750000000E3,5.848140911E0
3.751464844E3,6.099181076E0
3.752929688E3,6.192267535E0
3.754394531E3,5.028313050E0
3.755859375E3,7.498200618E0
3.757324219E3,8.170517122E0
3.758789062E3,8.182403333E0
3.760253906E3,5.370508321E0
3.761718750E3,7.892837678E0
3.763183594E3,4.382096813E0
3.764648438E3,7.784684558E0
3.766113281E3,5.330595680E0
3.767578125E3,4.151586516E0
3.769042969E3,3.017849574E0
3.770507812E3,2.189829991E0
3.771972656E3,6.122323289E0
3.773437500E3,4.672506102E0
3.774902344E3,5.003505967E0
3.776367188E3,7.705520771E0
3.777832031E3,7.544994900E0
3.779296875E3,5.599798314E0
3.780761719E3,5.791003314E0
3.782226562E3,4.695200134E0
3.783691406E3,9.061208650E0
3.785156250E3,7.451264003E0
3.786621094E3,7.044655309E0
3.788085938E3,8.839082763E0
3.789550781E3,5.535451802E0
3.791015625E3,5.565899999E0
3.792480469E3,7.490654284E0
3.793945312E3,6.933434226E0
3.795410156E3,6.460690308E0
3.796875000E3,1.813662902E0
3.798339844E3,7.490639989E0
3.799804688E3,4.201646381E0
3.801269531E3,4.545961800E0
3.802734375E3,3.137126091E0
3.804199219E3,6.837110054E0
3.805664062E3,5.903738975E0
3.807128906E3,4.627951903E0
3.808593750E3,4.416371471E0
3.810058594E3,7.806203515E0
3.811523438E3,5.248638475E0
3.812988281E3,7.306650926E0
3.814453125E3,8.167677447E0
3.815917969E3,7.387703208E0
3.817382812E3,4.859301064E0
3.818847656E3,9.803485644E0
3.820312500E3,5.784171800E0
3.821777344E3,1.060161079E1
3.823242188E3,3.968761862E0
3.824707031E3,8.635669462E0
3.826171875E3,5.320436451E0
3.827636719E3,2.933334301E0
3.829101562E3,3.641254689E0
3.830566406E3,1.064714268E1
3.832031250E3,6.380293153E0
3.833496094E3,4.079866606E0
3.834960938E3,8.070755322E0
3.836425781E3,6.457522647E0
3.837890625E3,9.627796646E0
3.839355469E3,4.239613002E0
3.840820312E3,7.947687722E0
3.842285156E3,6.488606042E0
3.843750000E3,7.078043383E0
3.845214844E3,1.235088302E1
3.846679688E3,5.764400685E0
3.848144531E3,6.683756955E0
3.849609375E3,1.008428788E1
3.851074219E3,2.937348273E0
3.852539062E3,8.093092953E0
3.854003906E3,8.393685089E0
3.855468750E3,7.785267447E0
3.856933594E3,2.429559402E0
3.858398438E3,7.223213051E0
3.859863281E3,6.148900527E0
3.861328125E3,4.800523932E0
3.862792969E3,3.562433535E0
3.864257812E3,1.040801334E1
3.865722656E3,4.091486403E0
3.867187500E3,9.600708993E0
3.868652344E3,6.073084277E0
3.870117188E3,7.215166615E0
3.871582031E3,1.138459283E1
3.873046875E3,6.082745042E0
3.874511719E3,6.549059736E0
3.875976562E3,1.812544111E1
3.877441406E3,1.369131898E1
3.878906250E3,4.248821374E0
3.880371094E3,1.401890558E1
3.881835938E3,9.058831722E0
3.883300781E3,3.487659716E0
3.884765625E3,1.171253144E1
3.886230469E3,1.009986130E1
3.887695312E3,1.358896638E1
3.889160156E3,3.580491767E0
3.890625000E3,6.320216940E0
3.892089844E3,1.083010250E1
3.893554688E3,9.694161660E0
3.895019531E3,7.529937460E0
3.896484375E3,1.708679250E1
3.897949219E3,1.493177901E1
3.899414062E3,3.973280273E0
3.900878906E3,1.519086732E1
3.902343750E3,8.581269160E0
3.903808594E3,9.512486663E0
3.905273438E3,1.032873596E1
3.906738281E3,5.419850083E0
3.908203125E3,1.628023044E1
3.909667969E3,3.723345149E0
3.911132812E3,5.968844883E0
3.912597656E3,8.570324989E0
3.914062500E3,1.062494478E1
3.915527344E3,8.561963051E0
3.916992188E3,7.845130297E0
3.918457031E3,6.480801778E0
3.919921875E3,8.402230183E0
3.921386719E3,4.252257407E0
3.922851562E3,9.738105238E0
3.924316406E3,1.587948662E1
3.925781250E3,1.621820413E1
3.927246094E3,1.256171261E1
3.928710938E3,1.339755740E1
3.930175781E3,7.483975010E0
3.931640625E3,1.097124858E1
3.933105469E3,1.175047237E1
3.934570312E3,1.071764783E1
3.936035156E3,9.471200037E0
3.937500000E3,1.852832630E1
3.938964844E3,5.012266382E0
3.940429688E3,7.677927743E0
3.941894531E3,2.001722250E1
3.943359375E3,3.427041996E0
3.944824219E3,1.005120498E1
3.946289062E3,1.244922213E1
3.947753906E3,1.201016153E1
3.949218750E3,1.341030775E1
3.950683594E3,1.499752503E1
3.952148438E3,6.581366273E0
3.953613281E3,1.933199986E1
3.955078125E3,9.527409165E0
3.956542969E3,2.176459068E1
3.958007812E3,4.016238526E0
3.959472656E3,1.232242486E1
3.960937500E3,2.249393557E1
3.962402344E3,2.398747048E1
3.963867188E3,1.766943979E1
3.965332031E3,1.144991080E1
3.966796875E3,1.488425722E1
3.968261719E3,1.922644307E1
3.969726562E3,3.402386765E1
3.971191406E3,1.789538692E1
3.972656250E3,1.622167180E1
3.974121094E3,5.099675279E1
3.975585938E3,5.790847673E1
3.977050781E3,3.526218527E1
3.978515625E3,4.269943140E1
3.979980469E3,2.067417289E2
3.981445312E3,1.191737025E2
3.982910156E3,4.656711948E2
3.984375000E3,2.523127410E2
3.985839844E3,2.450132635E2
3.987304688E3,4.470281484E2
3.988769531E3,3.768941994E2
3.990234375E3,1.389978339E2
3.991699219E3,1.548655851E2
3.993164062E3,1.099798452E2
3.994628906E3,4.026757703E1
3.996093750E3,1.215409439E1
3.997558594E3,1.054060202E1
3.999023438E3,4.828729286E1
4.000488281E3,3.370527197E1
4.001953125E3,3.779865171E1
4.003417969E3,1.381096715E1
4.004882812E3,1.506948759E1
4.006347656E3,9.830756007E0
4.007812500E3,1.296251547E1
4.009277344E3,1.653772955E1
4.010742188E3,2.432502879E1
4.012207031E3,2.041073612E1
4.013671875E3,4.349133999E0
4.015136719E3,1.887460193E0
4.016601562E3,1.685395467E1
4.018066406E3,7.636958763E0
4.019531250E3,1.840715301E1
4.020996094E3,1.222427143E1
4.022460938E3,2.601143538E1
4.023925781E3,1.346155648E1
4.025390625E3,9.003310627E0
4.026855469E3,1.806859174E1
4.028320312E3,1.257719176E1
4.029785156E3,1.967770767E1
4.031250000E3,2.327834577E1
4.032714844E3,1.561724184E1
4.034179688E3,5.897725243E0
4.035644531E3,1.878415791E1
4.037109375E3,6.997035991E0
4.038574219E3,1.014432825E1
4.040039062E3,1.549139096E1
4.041503906E3,8.713981366E0
4.042968750E3,5.583199928E0
4.044433594E3,1.021236104E1
4.045898438E3,1.460312892E1
4.047363281E3,4.173739344E0
4.048828125E3,9.941786058E0
4.050292969E3,1.886337966E1
4.051757812E3,5.332614210E0
4.053222656E3,1.500707270E1
4.054687500E3,1.150641604E1
4.056152344E3,9.672417226E0
4.057617188E3,8.317842294E0
4.059082031E3,1.978821687E1
4.060546875E3,1.247033905E1
4.062011719E3,1.462274759E1
4.063476562E3,7.848743262E0
4.064941406E3,9.186441219E0
4.066406250E3,1.001725068E1
4.067871094E3,5.291606079E0
4.069335938E3,1.115195688E1
4.070800781E3,6.702312095E0
4.072265625E3,1.477967965E1
4.073730469E3,8.469110112E0
4.075195312E3,5.382867870E0
4.076660156E3,1.848891879E1
4.078125000E3,1.631991590E1
4.079589844E3,3.741436657E0
4.081054688E3,1.562727335E1
4.082519531E3,5.324340168E0
4.083984375E3,7.271374947E0
4.085449219E3,1.335378309E1
4.086914062E3,9.349471735E0
4.088378906E3,1.162728588E1
4.089843750E3,6.053564178E0
4.091308594E3,1.149761995E1
4.092773438E3,1.749199649E1
4.094238281E3,8.107545948E0
4.095703125E3,9.419243382E0
4.097167969E3,1.290936727E1
4.098632812E3,7.077567637E0
4.100097656E3,5.304001117E0
4.101562500E3,1.305211397E1
4.103027344E3,1.218733444E1
4.104492188E3,1.462124699E1
4.105957031E3,1.121436325E1
4.107421875E3,9.126788134E0
4.108886719E3,1.500287293E1
4.110351562E3,9.397952794E0
4.111816406E3,2.265890341E1
4.113281250E3,3.030791564E1
4.114746094E3,4.812144166E1
4.116210938E3,1.512730044E1
4.117675781E3,1.842114159E1
4.119140625E3,1.441797788E1
4.120605469E3,1.062425858E1
4.122070312E3,5.003800872E0
4.123535156E3,7.056249518E0
4.125000000E3,9.962921780E0
4.126464844E3,3.085119105E0
4.127929688E3,1.265244299E1
4.129394531E3,1.049919359E1
4.130859375E3,8.228542815E0
4.132324219E3,8.432098145E0
4.133789062E3,9.163800972E0
4.135253906E3,6.810619809E0
4.136718750E3,1.058497937E1
4.138183594E3,1.193469587E1
4.139648438E3,9.381165188E0
4.141113281E3,7.615813864E0
4.142578125E3,1.474812984E1
4.144042969E3,7.664851038E0
4.145507812E3,6.350778353E0
4.146972656E3,1.061312252E1
4.148437500E3,1.061121443E1
4.149902344E3,8.193848332E0
4.151367188E3,1.107144504E1
4.152832031E3,5.737405006E0
4.154296875E3,7.847696097E0
4.155761719E3,8.955294195E0
4.157226562E3,8.929624763E0
4.158691406E3,9.709741902E0
4.160156250E3,7.740519499E0
4.161621094E3,1.042003785E1
4.163085938E3,1.059826963E1
4.164550781E3,9.885482300E0
4.166015625E3,8.343240002E0
4.167480469E3,9.314899883E0
4.168945312E3,1.194260035E1
4.170410156E3,1.256680211E1
4.171875000E3,9.571447541E0
4.173339844E3,8.398072047E0
4.174804688E3,9.014706248E0
4.176269531E3,8.509393063E0
4.177734375E3,7.500042738E0
4.179199219E3,9.461507069E0
4.180664062E3,8.450597229E0
4.182128906E3,7.582362718E0
4.183593750E3,4.752683313E0
4.185058594E3,5.967187559E0
4.186523438E3,9.178457912E0
4.187988281E3,9.542019950E0
4.189453125E3,1.033446738E1
4.190917969E3,8.287710548E0
4.192382812E3,7.381979557E0
4.193847656E3,9.200069262E0
4.195312500E3,1.170419976E1
4.196777344E3,1.090545498E1
4.198242188E3,1.135015752E1
4.199707031E3,8.506055581E0
4.201171875E3,1.117920413E1
4.202636719E3,1.115776684E1
4.204101562E3,8.864579454E0
4.205566406E3,8.799749865E0
4.207031250E3,8.620949185E0
4.208496094E3,1.078330626E1
4.209960938E3,7.656247109E0
4.211425781E3,6.525700535E0
4.212890625E3,9.989858066E0
4.214355469E3,7.510075606E0
4.215820312E3,8.731335816E0
4.217285156E3,6.952151302E0
4.218750000E3,9.288827882E0
4.220214844E3,1.078242705E1
4.221679688E3,8.461168814E0
4.223144531E3,8.363037899E0
4.224609375E3,8.709396425E0
4.226074219E3,9.876615001E0
4.227539062E3,8.425096721E0
4.229003906E3,1.176583659E1
4.230468750E3,8.332003416E0
4.231933594E3,8.840110611E0
4.233398438E3,7.580528360E0
4.234863281E3,1.181524027E1
4.236328125E3,7.597274471E0
4.237792969E3,7.376260989E0
4.239257812E3,8.945666469E0
4.240722656E3,7.497430079E0
4.242187500E3,8.799807534E0
4.243652344E3,9.203482431E0
4.245117188E3,6.140869543E0
4.246582031E3,9.304662199E0
4.248046875E3,1.033371769E1
4.249511719E3,8.883702206E0
4.250976562E3,8.780953923E0
4.252441406E3,1.247133393E1
4.253906250E3,8.887745208E0
4.255371094E3,9.458963334E0
4.256835938E3,1.114112585E1
4.258300781E3,1.255087889E1
4.259765625E3,1.025945368E1
4.261230469E3,9.447319165E0
4.262695312E3,1.022300970E1
4.264160156E3,9.770832657E0
4.265625000E3,1.026007075E1
4.267089844E3,8.426108910E0
4.268554688E3,1.019856279E1
4.270019531E3,7.482367664E0
4.271484375E3,9.005837652E0
4.272949219E3,7.649832921E0
4.274414062E3,1.142450810E1
4.275878906E3,9.234608882E0
4.277343750E3,5.182675980E0
4.278808594E3,1.087672255E1
4.280273438E3,1.154372367E1
4.281738281E3,7.310408106E0
4.283203125E3,1.004924063E1
4.284667969E3,1.096992578E1
4.286132812E3,9.344523605E0
4.287597656E3,7.912250583E0
4.289062500E3,9.546354668E0
4.290527344E3,1.176789903E1
4.291992188E3,9.746325939E0
4.293457031E3,7.448853224E0
4.294921875E3,1.061701923E1
4.296386719E3,8.349040539E0
4.297851562E3,6.987873504E0
4.299316406E3,1.001512762E1
4.300781250E3,1.007407223E1
4.302246094E3,8.158885494E0
4.303710938E3,8.097444099E0
4.305175781E3,9.310856584E0
4.306640625E3,9.625751073E0
4.308105469E3,1.040000243E1
4.309570312E3,8.647389514E0
4.311035156E3,9.434748434E0
4.312500000E3,1.038335157E1
4.313964844E3,9.292759276E0
4.315429688E3,1.002744978E1
4.316894531E3,9.575995053E0
4.318359375E3,1.116165282E1
4.319824219E3,9.544451472E0
4.321289062E3,1.016128882E1
4.322753906E3,1.036027988E1
4.324218750E3,1.064716112E1
4.325683594E3,6.750705047E0
4.327148438E3,1.039210043E1
4.328613281E3,9.043915688E0
4.330078125E3,1.058698416E1
4.331542969E3,9.884925591E0
4.333007812E3,7.388441748E0
4.334472656E3,6.948563820E0
4.335937500E3,1.130422286E1
