"Frequency (Hz)","Absolute Amplitude (a.u.)"
1.003125000E4,3.924383351E-1
1.003271484E4,3.549055917E-1
1.003417969E4,3.816644291E-1
1.003564453E4,3.376479788E-1
1.003710938E4,9.154359487E-2
1.003857422E4,1.090787870E-1
1.004003906E4,1.477795537E-1
1.004150391E4,9.120046667E-2
1.004296875E4,1.644292355E-1
1.004443359E4,7.155530583E-2
1.004589844E4,2.805619636E-1
1.004736328E4,1.216146244E-1
1.004882812E4,1.187083246E-1
1.005029297E4,9.634847021E-2
1.005175781E4,2.244450939E-1
1.005322266E4,1.692839582E-1
1.005468750E4,2.546249972E-1
1.005615234E4,2.107454127E-1
1.005761719E4,2.812302934E-1
1.005908203E4,1.510243869E-1
1.006054688E4,1.017054271E-1
1.006201172E4,1.339352484E-1
1.006347656E4,3.163721975E-2
1.006494141E4,3.833274102E-1
1.006640625E4,1.311844546E-1
1.006787109E4,8.716337999E-2
1.006933594E4,6.180014081E-2
1.007080078E4,3.340604685E-2
1.007226562E4,1.854252846E-1
1.007373047E4,1.182863914E-1
1.007519531E4,1.200810104E-1
1.007666016E4,1.360729105E-1
1.007812500E4,2.260067315E-1
1.007958984E4,2.513506245E-1
1.008105469E4,1.665488901E-1
1.008251953E4,3.091174806E-1
1.008398438E4,2.699563342E-1
1.008544922E4,8.646187282E-2
1.008691406E4,1.693643467E-1
1.008837891E4,8.069967059E-2
1.008984375E4,1.991506899E-1
1.009130859E4,1.602779373E-1
1.009277344E4,1.239894737E-1
1.009423828E4,2.167578703E-1
1.009570312E4,2.042269169E-1
1.009716797E4,2.141244052E-1
1.009863281E4,7.588078544E-2
1.010009766E4,1.587608041E-1
1.010156250E4,1.001373565E-1
1.010302734E4,1.660742130E-1
1.010449219E4,6.398223215E-2
1.010595703E4,2.345693967E-1
1.010742188E4,1.324603748E-1
1.010888672E4,2.753698900E-1
1.011035156E4,1.115752883E-1
1.011181641E4,1.989180993E-1
1.011328125E4,1.386987282E-1
1.011474609E4,1.745458657E-1
1.011621094E4,1.623649900E-1
1.011767578E4,6.421776318E-2
1.011914062E4,1.123653359E-1
1.012060547E4,3.834608070E-2
1.012207031E4,1.421149957E-2
1.012353516E4,1.551337365E-1
1.012500000E4,9.713963914E-2
1.012646484E4,1.112031765E-1
1.012792969E4,7.466373825E-2
1.012939453E4,9.138974507E-2
1.013085938E4,2.197138401E-1
1.013232422E4,1.643162787E-1
1.013378906E4,1.606407198E-1
1.013525391E4,1.177398633E-2
1.013671875E4,1.527301582E-1
1.013818359E4,1.361879087E-1
1.013964844E4,1.476303591E-1
1.014111328E4,1.641751061E-1
1.014257812E4,1.200544758E-1
1.014404297E4,1.068608199E-1
1.014550781E4,1.755308887E-1
1.014697266E4,3.567040569E-1
1.014843750E4,4.599006500E-1
1.014990234E4,4.732140247E-1
1.015136719E4,4.608144705E-1
1.015283203E4,3.672967424E-1
1.015429688E4,3.366543898E-1
1.015576172E4,2.433944834E-1
1.015722656E4,1.038201178E-1
1.015869141E4,1.309067558E-1
1.016015625E4,4.577549309E-2
1.016162109E4,8.411590707E-2
1.016308594E4,5.969711015E-2
1.016455078E4,1.403097351E-1
1.016601562E4,1.644723472E-2
1.016748047E4,1.110577565E-1
1.016894531E4,5.595691812E-2
1.017041016E4,5.642995120E-2
1.017187500E4,1.022925470E-1
1.017333984E4,4.651131301E-2
1.017480469E4,9.523238299E-2
1.017626953E4,7.194230845E-2
1.017773438E4,2.652637783E-2
1.017919922E4,6.793053347E-2
1.018066406E4,1.619093316E-1
1.018212891E4,9.933602366E-2
1.018359375E4,1.609560358E-1
1.018505859E4,3.920671485E-2
1.018652344E4,6.648362219E-2
1.018798828E4,1.372742409E-1
1.018945312E4,5.964632039E-2
1.019091797E4,7.628644768E-2
1.019238281E4,5.413995491E-2
1.019384766E4,5.276768372E-2
1.019531250E4,5.477583730E-2
1.019677734E4,6.061175967E-2
1.019824219E4,2.059979096E-1
1.019970703E4,1.103485308E-1
1.020117188E4,1.406265305E-1
1.020263672E4,2.232298103E-2
1.020410156E4,6.384720322E-2
1.020556641E4,6.899739671E-2
1.020703125E4,6.141709838E-2
1.020849609E4,1.122674639E-1
1.020996094E4,9.203686157E-2
1.021142578E4,7.822588658E-2
1.021289062E4,3.878054097E-2
1.021435547E4,1.033064072E-1
1.021582031E4,5.004080676E-2
1.021728516E4,1.510052661E-1
1.021875000E4,6.252363588E-2
1.022021484E4,1.523517888E-1
1.022167969E4,2.410801953E-2
1.022314453E4,7.269192495E-2
1.022460938E4,1.480703176E-1
1.022607422E4,2.082392835E-2
1.022753906E4,2.174528118E-1
1.022900391E4,7.157368789E-2
1.023046875E4,8.685215943E-2
1.023193359E4,3.364794662E-2
1.023339844E4,9.624692389E-2
1.023486328E4,1.526157946E-1
1.023632812E4,4.794803071E-2
1.023779297E4,2.446570203E-2
1.023925781E4,6.389170826E-2
1.024072266E4,9.621987839E-2
1.024218750E4,2.014568141E-1
1.024365234E4,1.225183764E-1
1.024511719E4,1.634845144E-1
1.024658203E4,1.203940714E-1
1.024804688E4,9.293991042E-2
1.024951172E4,7.425698757E-2
1.025097656E4,1.267054710E-1
1.025244141E4,1.183893992E-1
1.025390625E4,2.146824327E-1
1.025537109E4,1.086123083E-1
1.025683594E4,1.006523883E-1
1.025830078E4,8.586388041E-2
1.025976562E4,6.902410161E-2
1.026123047E4,9.718961346E-2
1.026269531E4,1.138657226E-1
1.026416016E4,5.711766246E-2
1.026562500E4,1.187833315E-1
1.026708984E4,1.524303618E-1
1.026855469E4,1.108007758E-1
1.027001953E4,2.280768084E-2
1.027148438E4,2.890998973E-2
1.027294922E4,1.148042296E-1
1.027441406E4,1.091339355E-1
1.027587891E4,1.529685627E-1
1.027734375E4,1.085275161E-1
1.027880859E4,1.049215911E-1
1.028027344E4,4.403357620E-2
1.028173828E4,7.972003349E-2
1.028320312E4,6.361217464E-2
1.028466797E4,1.423130876E-1
1.028613281E4,1.477517484E-1
1.028759766E4,1.791233767E-1
1.028906250E4,1.254817365E-1
1.029052734E4,1.593949386E-1
1.029199219E4,1.248407645E-1
1.029345703E4,2.083650925E-1
1.029492188E4,2.912560759E-2
1.029638672E4,1.841198501E-1
1.029785156E4,2.309699424E-1
1.029931641E4,6.970952081E-2
1.030078125E4,1.186574843E-1
1.030224609E4,1.323534093E-1
1.030371094E4,1.917538142E-2
1.030517578E4,8.378045442E-2
1.030664062E4,1.526154646E-1
1.030810547E4,6.366370412E-2
1.030957031E4,1.004338905E-1
1.031103516E4,1.100197292E-1
1.031250000E4,7.873833812E-2
1.031396484E4,4.129904620E-2
1.031542969E4,6.807423787E-2
1.031689453E4,7.629639148E-2
1.031835938E4,2.147032894E-2
1.031982422E4,9.624764238E-2
1.032128906E4,1.358574403E-1
1.032275391E4,1.266556744E-1
1.032421875E4,1.749146104E-1
1.032568359E4,1.571366235E-1
1.032714844E4,5.976144382E-2
1.032861328E4,1.571770111E-2
1.033007812E4,1.672020084E-1
1.033154297E4,1.411362171E-1
1.033300781E4,1.189170594E-1
1.033447266E4,5.301310065E-2
1.033593750E4,2.222044625E-1
1.033740234E4,2.128462322E-1
1.033886719E4,1.718980583E-1
1.034033203E4,8.571046136E-2
1.034179688E4,7.539405602E-2
1.034326172E4,6.405774367E-2
1.034472656E4,1.160585481E-1
1.034619141E4,8.423238948E-2
1.034765625E4,9.300096535E-2
1.034912109E4,1.297701325E-1
1.035058594E4,5.983223188E-2
1.035205078E4,2.770529571E-2
1.035351562E4,5.183657624E-2
1.035498047E4,9.194624010E-2
1.035644531E4,5.563177580E-2
1.035791016E4,4.227658480E-2
1.035937500E4,5.268969560E-2
1.036083984E4,7.154234829E-2
1.036230469E4,1.985164773E-2
1.036376953E4,8.540069891E-2
1.036523438E4,6.321185518E-2
1.036669922E4,1.188657632E-1
1.036816406E4,4.811068251E-2
1.036962891E4,4.358196358E-2
1.037109375E4,1.184822253E-1
1.037255859E4,7.222625317E-2
1.037402344E4,1.391119907E-1
1.037548828E4,6.636848729E-2
1.037695312E4,1.836569909E-2
1.037841797E4,1.537322050E-1
1.037988281E4,1.675151809E-1
1.038134766E4,4.291731895E-2
1.038281250E4,1.514302247E-1
1.038427734E4,1.086813547E-1
1.038574219E4,1.320361646E-3
1.038720703E4,4.445184719E-2
1.038867188E4,1.496681836E-1
1.039013672E4,9.783351948E-2
1.039160156E4,2.914252030E-2
1.039306641E4,1.790733546E-2
1.039453125E4,1.795880995E-1
1.039599609E4,2.828253649E-2
1.039746094E4,3.408331029E-2
1.039892578E4,1.300913847E-2
1.040039062E4,4.432482742E-2
1.040185547E4,1.775887975E-1
1.040332031E4,2.025192987E-1
1.040478516E4,6.389770515E-2
1.040625000E4,2.792668124E-2
1.040771484E4,8.861329383E-2
1.040917969E4,7.517787564E-2
1.041064453E4,9.914581256E-2
1.041210938E4,3.896558728E-2
1.041357422E4,7.415543839E-2
1.041503906E4,2.375853285E-2
1.041650391E4,3.475290746E-2
1.041796875E4,5.399864879E-2
1.041943359E4,1.378116380E-1
1.042089844E4,7.494988015E-2
1.042236328E4,1.361645812E-1
1.042382812E4,1.323833845E-1
1.042529297E4,1.351361075E-1
1.042675781E4,1.851816319E-1
1.042822266E4,7.352321158E-2
1.042968750E4,6.675333425E-3
1.043115234E4,9.456034103E-3
1.043261719E4,1.448857102E-1
1.043408203E4,1.470521882E-1
1.043554688E4,4.619847145E-3
1.043701172E4,3.159423399E-2
1.043847656E4,1.005324145E-1
1.043994141E4,7.444461322E-2
1.044140625E4,9.107449511E-2
1.044287109E4,6.571117207E-2
1.044433594E4,5.203129199E-2
1.044580078E4,6.107937204E-2
1.044726562E4,6.031386670E-2
1.044873047E4,9.410221779E-2
1.045019531E4,2.096622990E-1
1.045166016E4,3.817688565E-2
1.045312500E4,2.007225171E-1
1.045458984E4,3.016612225E-2
1.045605469E4,1.003791001E-1
1.045751953E4,4.750441003E-2
1.045898438E4,6.958309831E-2
1.046044922E4,9.688431360E-2
1.046191406E4,3.584576312E-2
1.046337891E4,8.326270457E-2
1.046484375E4,9.061802701E-2
1.046630859E4,1.406267224E-1
1.046777344E4,1.369884876E-1
1.046923828E4,1.385087282E-1
1.047070312E4,4.720688721E-2
1.047216797E4,1.162197903E-1
1.047363281E4,9.995761956E-2
1.047509766E4,7.033154858E-2
1.047656250E4,2.713244156E-2
1.047802734E4,6.315959493E-3
1.047949219E4,9.612508893E-2
1.048095703E4,5.158349789E-2
1.048242188E4,1.133315180E-1
1.048388672E4,1.481231386E-1
1.048535156E4,7.064423661E-2
1.048681641E4,1.041335625E-1
1.048828125E4,8.180615945E-2
1.048974609E4,5.258562747E-2
1.049121094E4,7.873043415E-2
1.049267578E4,9.491484127E-2
1.049414062E4,3.477983636E-2
1.049560547E4,4.309934643E-2
1.049707031E4,1.050416407E-1
1.049853516E4,1.497219061E-1
1.050000000E4,4.547576364E-2
1.050146484E4,8.871165984E-2
1.050292969E4,1.726002086E-1
1.050439453E4,4.268661976E-2
1.050585938E4,2.394685322E-2
1.050732422E4,2.185783178E-1
1.050878906E4,4.792622588E-2
1.051025391E4,1.329419206E-1
1.051171875E4,8.492005052E-2
1.051318359E4,7.120861122E-2
1.051464844E4,6.871054356E-2
1.051611328E4,9.874304486E-2
1.051757812E4,1.073755585E-1
1.051904297E4,4.197471947E-2
1.052050781E4,4.752869316E-2
1.052197266E4,6.685127427E-2
1.052343750E4,4.951403827E-2
1.052490234E4,5.101623894E-2
1.052636719E4,4.646002423E-2
1.052783203E4,8.726037847E-2
1.052929688E4,2.399606001E-2
1.053076172E4,1.696294162E-1
1.053222656E4,3.598266725E-2
1.053369141E4,3.991479493E-2
1.053515625E4,1.159735473E-1
1.053662109E4,7.170187260E-2
1.053808594E4,9.634676466E-2
1.053955078E4,3.477743002E-2
1.054101562E4,9.923950297E-2
1.054248047E4,1.072001655E-1
1.054394531E4,6.364404611E-2
1.054541016E4,3.491776719E-2
1.054687500E4,1.064597082E-1
1.054833984E4,8.289880928E-2
1.054980469E4,2.866155657E-2
1.055126953E4,5.852861269E-2
1.055273438E4,5.085119093E-2
1.055419922E4,4.472029448E-2
1.055566406E4,1.691751102E-1
1.055712891E4,8.504429349E-2
1.055859375E4,1.047981555E-1
1.056005859E4,6.779787121E-2
1.056152344E4,4.696389061E-2
1.056298828E4,1.225035922E-1
1.056445312E4,1.204423718E-1
1.056591797E4,6.674323655E-2
1.056738281E4,8.202242539E-2
1.056884766E4,6.929018317E-2
1.057031250E4,9.434777811E-2
1.057177734E4,5.479673523E-2
1.057324219E4,3.364412908E-2
1.057470703E4,5.240684189E-2
1.057617188E4,1.126756776E-1
1.057763672E4,5.153214231E-2
1.057910156E4,9.193813495E-2
1.058056641E4,1.378004220E-1
1.058203125E4,1.163243825E-1
1.058349609E4,1.080126991E-1
1.058496094E4,1.184193451E-1
1.058642578E4,1.390555727E-2
1.058789062E4,3.221129492E-2
1.058935547E4,3.988120202E-2
1.059082031E4,4.160056210E-2
1.059228516E4,8.710895961E-2
1.059375000E4,4.159439572E-2
1.059521484E4,2.196993564E-2
1.059667969E4,6.270729082E-2
1.059814453E4,3.385328606E-2
1.059960938E4,1.099683250E-1
1.060107422E4,1.266789962E-1
1.060253906E4,3.110885085E-2
1.060400391E4,1.038110339E-1
1.060546875E4,4.632026173E-2
1.060693359E4,1.694167533E-1
1.060839844E4,4.895215227E-2
1.060986328E4,1.769516235E-1
1.061132812E4,8.165373729E-2
1.061279297E4,6.386429107E-2
1.061425781E4,1.450742750E-1
1.061572266E4,4.708827496E-2
1.061718750E4,1.025312450E-1
1.061865234E4,2.746618958E-2
1.062011719E4,4.501396093E-2
1.062158203E4,7.555851180E-2
1.062304688E4,8.104409990E-2
1.062451172E4,1.088676908E-1
1.062597656E4,8.257684563E-2
1.062744141E4,1.401319349E-1
1.062890625E4,9.116340173E-2
1.063037109E4,1.813159061E-2
1.063183594E4,1.205185518E-1
1.063330078E4,1.291335152E-1
1.063476562E4,8.419719447E-2
1.063623047E4,4.037685412E-2
1.063769531E4,7.323002763E-2
1.063916016E4,6.588211310E-2
1.064062500E4,1.038294015E-1
1.064208984E4,9.613570652E-2
1.064355469E4,4.591914798E-2
1.064501953E4,1.839340878E-1
1.064648438E4,3.485482655E-3
1.064794922E4,7.190721444E-2
1.064941406E4,5.533448352E-2
1.065087891E4,1.597099440E-1
1.065234375E4,1.694142913E-1
1.065380859E4,1.188337495E-1
1.065527344E4,1.320016149E-1
1.065673828E4,1.072850432E-1
1.065820312E4,6.645257465E-2
1.065966797E4,2.958415345E-2
1.066113281E4,1.051040262E-1
1.066259766E4,3.991282991E-2
1.066406250E4,6.060293818E-2
1.066552734E4,4.867112916E-2
1.066699219E4,6.213465002E-2
1.066845703E4,1.743081738E-2
1.066992188E4,9.942831843E-2
1.067138672E4,6.564948670E-2
1.067285156E4,7.812029149E-2
1.067431641E4,8.985625230E-2
1.067578125E4,8.248558271E-2
1.067724609E4,7.704786910E-2
1.067871094E4,6.101292661E-2
1.068017578E4,1.380316780E-1
1.068164062E4,6.253306092E-2
1.068310547E4,1.141121073E-1
1.068457031E4,7.330807669E-2
1.068603516E4,1.451284583E-1
1.068750000E4,7.817076151E-2
1.068896484E4,3.813219429E-2
1.069042969E4,2.065463869E-2
1.069189453E4,2.208380802E-1
1.069335938E4,1.414467669E-1
1.069482422E4,7.053117875E-2
1.069628906E4,2.037645667E-2
1.069775391E4,4.805930579E-2
1.069921875E4,1.660408146E-1
1.070068359E4,8.640866671E-2
1.070214844E4,6.665460126E-2
1.070361328E4,6.471546302E-2
1.070507812E4,1.202233984E-1
1.070654297E4,2.799727306E-1
1.070800781E4,7.471520624E-2
1.070947266E4,4.696386401E-2
1.071093750E4,1.009183765E-1
1.071240234E4,4.618201685E-2
1.071386719E4,5.540504233E-2
1.071533203E4,1.365570893E-1
1.071679688E4,7.812048231E-2
1.071826172E4,6.384981779E-2
1.071972656E4,8.251023429E-2
1.072119141E4,8.333060639E-2
1.072265625E4,1.001488163E-1
1.072412109E4,4.940009759E-2
1.072558594E4,1.001166569E-1
1.072705078E4,1.058925123E-1
1.072851562E4,9.897312804E-2
1.072998047E4,7.631341917E-2
1.073144531E4,1.730136379E-1
1.073291016E4,1.533514447E-1
1.073437500E4,1.989145842E-1
1.073583984E4,1.840732047E-1
1.073730469E4,2.055493145E-1
1.073876953E4,2.253427616E-1
1.074023438E4,1.832080380E-1
1.074169922E4,1.574953871E-1
1.074316406E4,3.248167340E-2
1.074462891E4,1.526951588E-1
1.074609375E4,4.916285915E-2
1.074755859E4,6.677804699E-2
1.074902344E4,9.927643258E-2
1.075048828E4,6.549990716E-3
1.075195312E4,6.383753623E-2
1.075341797E4,6.882548625E-2
1.075488281E4,1.821119382E-2
1.075634766E4,1.259941100E-1
1.075781250E4,1.458088572E-1
1.075927734E4,2.897360124E-2
1.076074219E4,4.483940989E-2
1.076220703E4,3.942237242E-2
1.076367188E4,8.422124089E-2
1.076513672E4,6.424612939E-2
1.076660156E4,9.215998980E-2
1.076806641E4,6.665037387E-2
1.076953125E4,3.710855014E-2
1.077099609E4,1.009791487E-1
1.077246094E4,6.743312816E-2
1.077392578E4,7.772324917E-2
1.077539062E4,7.468635438E-2
1.077685547E4,3.767795903E-2
1.077832031E4,1.677438919E-1
1.077978516E4,5.456702836E-2
1.078125000E4,8.956700975E-2
1.078271484E4,8.849264910E-2
1.078417969E4,7.504954323E-2
1.078564453E4,3.580853352E-2
1.078710938E4,1.282123782E-1
1.078857422E4,9.968562978E-2
1.079003906E4,9.534762029E-2
1.079150391E4,6.787558268E-2
1.079296875E4,1.368826854E-1
1.079443359E4,9.694156175E-3
1.079589844E4,8.904485098E-2
1.079736328E4,1.446477727E-2
1.079882812E4,7.040765216E-2
1.080029297E4,5.367420766E-2
1.080175781E4,1.357597249E-1
1.080322266E4,9.617028881E-2
1.080468750E4,6.737780477E-2
1.080615234E4,1.978263831E-2
1.080761719E4,1.469524814E-2
1.080908203E4,3.421018009E-3
1.081054688E4,1.346208960E-1
1.081201172E4,8.705686695E-2
1.081347656E4,5.355290690E-2
1.081494141E4,8.949743330E-2
1.081640625E4,9.952596449E-2
1.081787109E4,3.670747190E-2
1.081933594E4,3.356696028E-2
1.082080078E4,7.967872020E-2
1.082226562E4,9.258720614E-3
1.082373047E4,7.087040143E-2
1.082519531E4,6.860263137E-2
1.082666016E4,8.254095811E-2
1.082812500E4,1.854007158E-2
1.082958984E4,1.205414387E-1
1.083105469E4,1.027773867E-1
1.083251953E4,4.889749385E-2
1.083398438E4,4.618044053E-2
1.083544922E4,6.546148783E-2
1.083691406E4,5.833290454E-2
1.083837891E4,4.279986552E-2
1.083984375E4,4.676442759E-2
1.084130859E4,2.803901314E-2
1.084277344E4,6.297746704E-2
1.084423828E4,5.907129927E-2
1.084570312E4,1.033855476E-1
1.084716797E4,1.036541602E-2
1.084863281E4,5.455836632E-2
1.085009766E4,7.665215612E-2
1.085156250E4,4.885315477E-2
1.085302734E4,9.196955745E-2
1.085449219E4,2.486506571E-2
1.085595703E4,8.757014311E-2
1.085742188E4,8.433780843E-2
1.085888672E4,8.212301746E-2
1.086035156E4,1.003765223E-1
1.086181641E4,8.301199160E-2
1.086328125E4,4.111306103E-2
1.086474609E4,3.746378819E-2
1.086621094E4,4.779504670E-2
1.086767578E4,6.130246690E-2
1.086914062E4,8.382638418E-2
1.087060547E4,8.667474634E-2
1.087207031E4,1.401330724E-1
1.087353516E4,1.289825230E-1
1.087500000E4,7.032998821E-2
1.087646484E4,7.444757140E-2
1.087792969E4,1.395369382E-1
1.087939453E4,9.785183982E-2
1.088085938E4,1.953371022E-1
1.088232422E4,6.109691563E-2
1.088378906E4,4.524544153E-2
1.088525391E4,7.479342465E-2
1.088671875E4,1.572927800E-1
1.088818359E4,8.000286348E-2
1.088964844E4,8.603860261E-2
1.089111328E4,2.037440468E-1
1.089257812E4,8.603795064E-2
1.089404297E4,1.294866855E-1
1.089550781E4,9.511263352E-2
1.089697266E4,4.153006072E-2
1.089843750E4,1.865475276E-1
1.089990234E4,1.232347632E-2
1.090136719E4,3.462452277E-2
1.090283203E4,1.458002218E-1
1.090429688E4,1.031718509E-1
1.090576172E4,6.945934397E-2
1.090722656E4,4.797997227E-2
1.090869141E4,6.515676313E-2
1.091015625E4,9.366139563E-2
1.091162109E4,6.145460061E-2
1.091308594E4,1.743990018E-2
1.091455078E4,1.074461373E-1
1.091601562E4,9.399411530E-2
1.091748047E4,6.030972159E-2
1.091894531E4,7.397802451E-2
1.092041016E4,4.015919957E-2
1.092187500E4,5.636520024E-2
1.092333984E4,1.009736691E-1
1.092480469E4,1.072850097E-1
1.092626953E4,1.502512338E-1
1.092773438E4,1.615447834E-2
1.092919922E4,5.058641852E-2
1.093066406E4,4.564703898E-2
1.093212891E4,6.972111656E-2
1.093359375E4,1.533147994E-1
1.093505859E4,2.441374417E-2
1.093652344E4,7.903299317E-2
1.093798828E4,6.358325357E-2
1.093945312E4,6.590714644E-2
1.094091797E4,6.875978139E-2
1.094238281E4,9.667365533E-2
1.094384766E4,5.582167761E-2
1.094531250E4,1.231445703E-1
1.094677734E4,1.679401752E-1
1.094824219E4,6.345384174E-2
1.094970703E4,1.571332571E-1
1.095117188E4,3.795158711E-2
1.095263672E4,1.307814626E-1
1.095410156E4,7.486322319E-2
1.095556641E4,2.066918097E-1
1.095703125E4,1.005744925E-1
1.095849609E4,8.233953269E-2
1.095996094E4,1.204931052E-1
1.096142578E4,1.086270061E-1
1.096289062E4,6.431657567E-2
1.096435547E4,6.198531065E-2
1.096582031E4,4.765241253E-2
1.096728516E4,7.227507493E-2
1.096875000E4,3.753367759E-2
1.097021484E4,1.108747086E-1
1.097167969E4,1.878948298E-2
1.097314453E4,7.896556658E-2
1.097460938E4,6.003687201E-2
1.097607422E4,6.259037402E-2
1.097753906E4,5.369815715E-2
1.097900391E4,1.057670690E-1
1.098046875E4,2.853746342E-2
1.098193359E4,5.642648138E-2
1.098339844E4,8.649936378E-2
1.098486328E4,4.606458944E-2
1.098632812E4,2.394465339E-2
1.098779297E4,1.869351129E-2
1.098925781E4,1.142152190E-1
1.099072266E4,1.269743171E-2
1.099218750E4,5.499536062E-2
1.099365234E4,5.346924542E-2
1.099511719E4,1.391536262E-1
1.099658203E4,9.345100324E-2
1.099804688E4,2.658451107E-2
1.099951172E4,1.260424328E-2
1.100097656E4,8.451835456E-2
1.100244141E4,4.399362941E-2
1.100390625E4,5.477259369E-2
1.100537109E4,6.945185355E-2
1.100683594E4,4.176229800E-2
1.100830078E4,4.917283351E-2
1.100976562E4,5.774135495E-2
1.101123047E4,3.729020630E-2
1.101269531E4,3.850174733E-2
1.101416016E4,8.917870630E-2
1.101562500E4,5.141672123E-2
1.101708984E4,4.377755651E-2
1.101855469E4,4.274311872E-2
1.102001953E4,6.376616179E-2
1.102148438E4,6.684173830E-2
1.102294922E4,1.037404865E-1
1.102441406E4,8.195412289E-2
1.102587891E4,6.020911040E-2
1.102734375E4,7.914129233E-2
1.102880859E4,1.466388098E-3
1.103027344E4,3.555582753E-2
1.103173828E4,8.719621085E-2
1.103320312E4,8.273819722E-2
1.103466797E4,2.208107667E-2
1.103613281E4,3.372677799E-2
1.103759766E4,1.288843399E-1
1.103906250E4,9.634701700E-2
1.104052734E4,1.076941535E-1
1.104199219E4,1.793053514E-2
1.104345703E4,4.331531772E-2
1.104492188E4,1.067830013E-1
1.104638672E4,1.173142836E-2
1.104785156E4,9.081129151E-2
1.104931641E4,6.548229524E-2
1.105078125E4,2.102986192E-2
1.105224609E4,7.521430881E-2
1.105371094E4,3.497455049E-2
1.105517578E4,3.690322599E-2
1.105664062E4,3.653380405E-2
1.105810547E4,5.082347451E-2
1.105957031E4,6.924635868E-2
1.106103516E4,3.222625466E-2
1.106250000E4,3.808750290E-2
1.106396484E4,4.699973586E-2
1.106542969E4,6.180430157E-2
1.106689453E4,6.663176866E-2
1.106835938E4,6.727845188E-2
1.106982422E4,8.946587108E-2
1.107128906E4,6.860926388E-2
1.107275391E4,1.252184353E-1
1.107421875E4,3.693466088E-2
1.107568359E4,4.064958514E-2
1.107714844E4,7.930878389E-2
1.107861328E4,3.540901875E-2
1.108007812E4,5.767077121E-2
1.108154297E4,8.386871636E-2
1.108300781E4,1.708418017E-1
1.108447266E4,1.122813653E-1
1.108593750E4,9.611157807E-2
1.108740234E4,1.197820157E-1
1.108886719E4,5.295561210E-2
1.109033203E4,7.640669023E-2
1.109179688E4,1.173089308E-1
1.109326172E4,1.038508586E-2
1.109472656E4,6.637636667E-2
1.109619141E4,2.629161503E-2
1.109765625E4,6.032746726E-2
1.109912109E4,6.568338142E-2
1.110058594E4,6.446022177E-2
1.110205078E4,6.083600363E-2
1.110351562E4,5.516424448E-2
1.110498047E4,5.741505872E-2
1.110644531E4,8.190465084E-2
1.110791016E4,8.383168736E-2
1.110937500E4,1.305385710E-1
1.111083984E4,5.925588191E-2
1.111230469E4,5.799225370E-2
1.111376953E4,6.404617883E-2
1.111523438E4,5.313656529E-2
1.111669922E4,1.293105074E-1
1.111816406E4,1.028704775E-1
1.111962891E4,5.095639058E-2
1.112109375E4,4.737271448E-2
1.112255859E4,2.409625607E-2
1.112402344E4,3.675560891E-2
1.112548828E4,3.145404694E-2
1.112695312E4,1.427301761E-2
1.112841797E4,7.581612373E-2
1.112988281E4,1.034242453E-1
1.113134766E4,7.405405670E-2
1.113281250E4,4.708534302E-2
1.113427734E4,6.869824886E-2
1.113574219E4,1.787225746E-2
1.113720703E4,3.835234792E-2
1.113867188E4,6.489828566E-2
1.114013672E4,1.450501369E-1
1.114160156E4,5.041133764E-2
1.114306641E4,7.433670004E-2
1.114453125E4,4.765844218E-2
1.114599609E4,6.407094774E-2
1.114746094E4,4.908026112E-2
1.114892578E4,5.870847638E-2
1.115039062E4,9.859643406E-2
1.115185547E4,1.019997515E-1
1.115332031E4,4.213806703E-2
1.115478516E4,4.842853018E-2
1.115625000E4,5.321926156E-2
1.115771484E4,6.308933717E-2
1.115917969E4,7.013303080E-2
1.116064453E4,2.373657862E-2
1.116210938E4,1.595852260E-2
1.116357422E4,5.448968860E-2
1.116503906E4,2.723239864E-2
1.116650391E4,9.874751723E-2
1.116796875E4,5.356244479E-2
1.116943359E4,4.848012358E-2
1.117089844E4,4.522558848E-2
1.117236328E4,3.788450660E-2
1.117382812E4,9.127474633E-2
1.117529297E4,1.088798907E-1
1.117675781E4,1.121074381E-1
1.117822266E4,7.423230037E-2
1.117968750E4,2.326565832E-2
1.118115234E4,8.186226584E-2
1.118261719E4,8.091858785E-2
1.118408203E4,6.344434263E-3
1.118554688E4,6.513497368E-2
1.118701172E4,1.114903595E-1
1.118847656E4,6.190268488E-2
1.118994141E4,7.149469750E-2
1.119140625E4,3.065469156E-2
1.119287109E4,2.627522744E-2
1.119433594E4,1.104423930E-1
1.119580078E4,8.143382103E-2
1.119726562E4,5.882321435E-2
1.119873047E4,7.268651263E-2
1.120019531E4,7.935103395E-2
1.120166016E4,6.348103659E-2
1.120312500E4,1.500321411E-1
1.120458984E4,9.396257646E-2
1.120605469E4,6.288245878E-2
1.120751953E4,7.865410262E-2
1.120898438E4,1.119291679E-1
1.121044922E4,8.926226564E-2
1.121191406E4,7.803739230E-2
1.121337891E4,2.454651216E-2
1.121484375E4,2.690029297E-2
1.121630859E4,3.237373443E-2
1.121777344E4,1.154246166E-1
1.121923828E4,4.151814102E-2
1.122070312E4,4.901836715E-2
1.122216797E4,5.952607254E-2
1.122363281E4,8.681680457E-2
1.122509766E4,1.325509668E-1
1.122656250E4,3.034715939E-2
1.122802734E4,6.904213693E-3
1.122949219E4,1.008829782E-1
1.123095703E4,8.984258551E-2
1.123242188E4,3.760993493E-2
